Scenario - PC
Logfile written - 09/14/2015 14:35:53

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

001	1	Response	1	89288	77289	1
001	2	Response	1	198409	109098	1
001	3	Response	1	710408	511958	1
001	4	Response	1	1077928	367446	1
001	5	Response	10	1152009	73956	1
001	8	Response	12	1304008	75661	1
001	10	Response	1	1926089	482799	1
001	12	Response	10	2006729	30412	1
001	15	Response	13	2170409	43798	1
001	18	Response	9	2259048	32130	1
001	22	Response	5	2401929	24550	1
001	25	Response	10	2495529	17843	1
001	28	Response	15	2657768	29622	1
001	31	Response	14	2771848	43395	1
001	34	Response	15	2841129	12369	1
001	35	Response	5	2905770	26856	1
001	38	Response	10	2999529	20142	1
001	41	Response	14	3179528	49847	1
001	44	Response	15	3343689	28056	1
001	47	Response	6	3445129	29190	1
001	49	Response	6	3538089	15344	1
001	50	Response	10	3594409	21511	1
001	53	Response	15	3745449	22090	1
001	56	Response	15	3890950	67284	2
001	60	Response	5	3995849	21389	1
001	63	Response	10	4094089	19322	1
001	66	Response	15	4262889	37662	1
001	69	Response	15	4383529	57828	1
001	73	Response	5	4495049	18721	1
001	76	Response	15	4637290	60655	1
001	80	Response	5	4748169	20907	1
001	83	Response	5	4893288	65719	2
001	86	Response	15	4999208	21345	2
001	89	Response	15	5138248	59911	2
001	93	Response	5	5250568	21770	2
001	96	Response	15	5386728	57624	3
001	100	Response	6	5498569	19004	1
001	103	Response	5	5656008	75969	2
001	106	Response	15	5753450	22951	1
001	109	Response	15	5889928	59122	2
001	113	Response	6	6003848	22415	2
001	116	Response	15	6150728	68988	2
001	119	Response	15	6259208	27007	2
001	122	Response	15	6402408	69733	2
001	126	Response	6	6508008	24873	2
001	129	Response	5	6650248	66806	3
001	132	Response	15	6769928	36025	2
001	135	Response	15	6895208	60998	3
001	139	Response	6	7011688	26851	3
001	142	Response	15	7144168	58857	3
001	146	Response	5	7255049	19111	1
001	149	Response	5	7404968	68723	3
001	152	Response	15	7505449	18910	1
001	155	Response	5	7648649	61803	1
001	158	Response	15	7759048	21908	2
001	161	Response	5	7900008	62561	3
001	164	Response	15	8006089	18348	1
001	166	Response	1	8623690	585629	1
001	168	Response	15	8738730	64836	1
001	171	Response	15	8862568	58208	3
001	174	Response	15	9112489	72691	1
001	177	Response	15	9216168	26076	3
001	180	Response	15	9320649	30250	1
001	183	Response	15	9465770	25077	1
001	186	Response	10	9582729	41729	1
001	189	Response	15	9701769	30470	2
001	192	Response	5	9838729	67123	2
001	195	Response	15	9936008	34103	3
001	198	Response	5	10082248	80036	3
001	201	Response	15	10179529	27023	2
001	204	Response	5	10316648	63668	3
001	207	Response	15	10431369	27928	1
001	210	Response	5	10540649	36901	2
001	213	Response	15	10668328	34281	3
001	216	Response	5	10786248	51894	3
001	219	Response	15	10903049	18401	2
001	222	Response	5	11050729	65774	2
001	225	Response	15	11160169	24920	2
001	228	Response	5	11267529	31973	1
001	231	Response	15	11395529	29674	2
001	234	Response	5	11526730	60402	1
001	237	Response	15	11647689	30900	2
001	240	Response	5	11778728	61632	3
001	243	Response	15	11890889	23499	2
001	246	Response	5	12031209	63345	2
001	249	Response	15	12133289	34960	2
001	252	Response	5	12261289	62653	2
001	255	Response	15	12357769	28667	2
001	258	Response	5	12493769	64193	2
001	261	Response	15	12607049	27179	2
001	264	Response	5	12749769	69426	2
001	267	Response	15	12855849	25212	2
001	270	Response	5	12996969	66025	2
001	273	Response	15	13090729	29485	3
001	276	Response	5	13223049	61332	2
001	279	Response	15	13320489	28306	2
001	282	Response	5	13462729	70239	2
001	285	Response	15	13562569	19785	2
001	288	Response	5	13701769	58678	2
001	291	Response	15	13820489	26937	2
001	294	Response	5	13956970	63112	1
001	297	Response	15	14051529	27371	2
001	300	Response	5	14188009	63544	2
001	303	Response	15	14289609	34845	2
001	306	Response	5	14422569	67331	3
001	309	Response	15	14531529	25831	3
001	311	Response	1	20355210	5799192	2
001	318	Response	1	20488490	12191	2
001	320	Response	10	20612650	73867	2
001	323	Response	15	20712011	22934	1
001	326	Response	14	20857770	68386	2
001	329	Response	15	20940330	20647	2
001	332	Response	5	21086570	66414	3
001	335	Response	15	21187370	36914	2
001	338	Response	5	21320811	70048	1
001	341	Response	15	21429610	28553	3
001	344	Response	5	21566890	65526	3
001	347	Response	15	21660170	28507	2
001	350	Response	5	21804812	72676	1
001	353	Response	15	21882730	20128	2
